Machine_ID,Temperature,Run_Time,Downtime_Flag
M-881,104.11,6940,0
M-691,101.52,6918,1
M-311,75.16,4958,0
M-383,80.87,294,1
M-818,63.22,2332,1
M-203,58.6,7822,0
M-297,72.05,6285,0
M-477,57.75,464,1
M-773,82.79,3024,1
M-723,73.26,8666,0
M-685,83.42,3970,1
M-680,119.6,9618,1
M-592,54.87,4725,0
M-568,85.44,9699,1
M-840,82.05,1569,1
M-368,80.39,7777,1
M-396,86.78,9008,1
M-930,66.06,4935,1
M-909,106.49,6730,0
M-990,90.34,9805,1
M-551,102.93,7108,1
M-227,80.48,4880,0
M-959,110.71,5606,0
M-920,50.59,9960,0
M-672,51.92,8599,1
M-778,74.24,8166,1
M-983,88.68,7239,1
M-829,86.39,3632,1
M-727,106.34,1719,1
M-877,94.0,9563,1
M-550,61.06,9908,0
M-441,67.09,3581,0
M-495,100.24,3348,0
M-658,92.15,841,0
M-934,58.92,5557,1
M-179,92.06,7545,1
M-328,99.27,8441,0
M-577,94.28,282,1
M-116,66.18,9748,1
M-443,63.59,9826,0
M-969,85.53,3837,1
M-311,112.15,6059,0
M-162,72.9,1528,0
M-214,82.26,5374,0
M-481,60.14,6896,0
M-306,64.38,1062,0
M-354,88.89,3141,1
M-399,95.93,4473,0
M-423,97.3,1072,0
M-160,75.04,297,1
M-253,103.3,455,1
M-798,119.98,431,1
M-765,54.59,2861,0
M-453,61.56,5860,1
M-330,80.67,2755,0
M-347,86.93,7049,1
M-133,58.9,4846,0
M-594,104.86,9789,1
M-808,111.72,2790,0
M-374,77.59,2066,1
M-708,68.16,4286,1
M-663,89.04,6770,0
M-691,69.47,136,1
M-724,80.68,6037,1
M-838,83.4,2320,0
M-829,91.04,2946,1
M-629,60.62,182,1
M-679,90.34,318,0
M-521,114.4,2672,0
M-498,73.27,4452,1
M-389,54.7,3383,0
M-313,118.48,3015,1
M-659,114.46,8175,1
M-935,117.35,6077,0
M-458,72.38,4829,1
M-366,52.8,5569,0
M-695,91.22,964,0
M-375,107.12,544,1
M-903,94.32,8543,1
M-600,74.98,7649,0
M-599,70.98,4893,1
M-721,97.74,3853,0
M-747,111.46,8354,1
M-188,113.07,7577,0
M-652,93.54,1042,1
M-517,70.23,240,1
M-827,107.69,2883,0
M-245,73.65,7526,1
M-646,73.58,5856,0
M-599,119.61,8400,1
M-993,101.9,8736,0
M-663,77.4,4290,0
M-354,74.35,2844,1
M-381,66.21,9938,1
M-446,66.75,1745,0
M-678,77.44,9124,1
M-984,56.35,5732,0
M-733,66.05,9830,1
M-362,108.6,9497,0
M-352,80.48,1375,1
M-196,79.0,7247,0
M-573,119.64,6429,0
M-712,85.03,4922,0
M-348,67.74,8398,1
M-795,54.75,1272,1
M-265,84.62,6797,0
M-420,84.3,7012,1
M-383,57.64,5213,0
M-936,102.41,7033,0
M-807,62.79,9582,1
M-289,59.42,3955,1
M-701,90.33,6514,1
M-726,103.41,7464,1
M-982,113.05,8347,1
M-406,52.94,1924,1
M-794,59.11,9886,0
M-895,105.18,145,1
M-473,114.92,2354,1
M-934,88.39,6241,0
M-804,85.41,4255,1
M-680,68.68,9486,0
M-100,95.43,1049,1
M-304,64.35,4635,0
M-899,52.92,908,1
M-852,78.01,9211,0
M-972,80.17,9569,1
M-133,117.88,7517,0
M-966,61.39,4658,0
M-503,76.79,4758,1
M-628,53.64,7784,0
M-787,63.39,4285,0
M-656,69.95,2321,0
M-378,59.22,6829,0
M-627,72.38,7492,0
M-682,69.56,4904,0
M-128,113.34,5984,0
M-897,88.8,1422,1
M-634,90.19,6130,1
M-317,70.7,4373,1
M-739,87.8,561,1
M-935,92.84,8656,0
M-351,105.79,7974,1
M-580,68.29,7504,1
M-492,111.18,8835,0
M-643,117.46,332,0
M-191,108.52,5845,0
M-255,56.57,731,0
M-606,101.38,8652,0
M-243,89.47,4785,1
M-605,80.92,4572,0
M-234,67.0,5298,0
M-793,107.0,7280,0
M-789,115.39,7711,1
M-255,99.67,6920,0
M-130,105.92,4726,1
M-412,110.69,6252,1
M-852,51.09,1088,0
M-479,67.61,8271,0
M-555,61.81,1645,1
M-488,97.17,2969,0
M-891,103.76,9026,0
M-458,114.49,5198,0
M-127,65.51,9046,0
M-487,68.63,3195,1
M-930,116.01,5951,1
M-819,60.55,850,1
M-901,118.18,9553,1
M-366,115.04,3111,0
M-867,102.91,6320,0
M-586,105.67,106,1
M-630,88.05,8688,0
M-426,84.71,1031,0
M-817,119.18,8070,1
M-463,114.52,7964,1
M-770,77.4,3775,1
M-636,82.04,7050,1
M-617,77.94,5849,1
M-257,59.97,1170,0
M-680,82.46,410,1
M-948,82.15,114,0
M-933,111.33,5429,0
M-237,66.66,376,0
M-224,75.72,2997,0
M-493,102.82,5344,0
M-137,91.95,7104,1
M-160,110.59,903,1
M-791,88.71,3266,1
M-913,85.27,3081,0
M-667,108.18,3526,1
M-693,64.11,3702,0
M-581,77.72,3021,1
M-871,79.84,4333,1
M-604,93.38,817,0
M-579,114.75,1475,1
M-447,57.15,3000,1
M-466,79.63,5418,0
M-603,79.16,8146,1
M-656,89.58,6495,1
M-899,102.2,2076,0
M-915,56.54,8712,0
M-200,117.36,266,0
M-833,89.46,6039,1
M-999,93.36,8630,1
M-138,72.37,1487,0
M-285,71.47,7697,1
M-128,95.14,3033,1
M-529,79.04,8225,0
M-318,66.98,1398,0
M-442,112.52,2913,1
M-654,81.15,3972,1
M-106,68.7,3554,1
M-324,65.0,3983,0
M-376,117.64,5331,0
M-638,107.61,7596,1
M-652,73.5,2706,1
M-638,82.97,7452,1
M-426,52.1,3328,1
M-642,75.54,1606,1
M-578,96.89,1960,0
M-960,101.03,1915,0
M-436,54.88,2296,1
M-366,81.96,5158,1
M-764,109.05,6275,0
M-941,74.45,5877,0
M-706,80.92,5936,1
M-980,83.62,3992,0
M-498,63.51,8488,0
M-352,85.14,4135,1
M-394,66.77,4005,0
M-695,103.32,4880,1
M-277,65.99,5065,1
M-989,94.39,9290,1
M-673,84.56,1613,0
M-261,78.02,5175,0
M-785,100.48,8405,0
M-691,78.05,7447,1
M-915,82.27,6426,1
M-635,78.56,2462,1
M-474,116.57,5015,1
M-137,75.11,4207,0
M-177,75.3,9611,0
M-905,53.35,2116,0
M-635,81.88,226,1
M-477,61.25,7976,0
M-802,71.94,4707,1
M-142,60.08,4126,0
M-744,53.52,8358,0
M-318,102.21,8815,1
M-327,117.8,5704,1
M-577,86.54,9616,0
M-935,99.41,1558,0
M-693,79.52,4407,1
M-859,106.56,6985,0
M-959,107.53,8097,0
M-325,107.61,537,1
M-969,110.38,4263,1
M-430,97.51,8333,0
M-433,99.47,7511,1
M-524,60.81,8455,0
M-516,55.19,8147,1
M-589,102.02,9660,1
M-964,58.4,8995,1
M-336,117.75,3389,1
M-544,67.9,9378,1
M-909,70.84,9664,0
M-836,108.41,6936,0
M-491,60.7,3121,1
M-257,56.26,3691,0
M-895,110.08,4565,0
M-629,100.06,3512,0
M-826,113.84,6329,1
M-250,99.35,9376,1
M-349,101.41,9193,0
M-901,75.45,6381,1
M-258,60.62,8630,0
M-361,97.24,1945,0
M-149,105.33,1860,1
M-693,97.55,7462,1
M-400,59.32,1581,0
M-597,85.28,9625,1
M-490,100.09,8702,0
M-858,81.03,5448,0
M-365,55.46,8243,1
M-621,103.8,6247,0
M-791,64.08,2567,0
M-738,58.14,2936,1
M-661,87.31,6624,1
M-165,67.88,9461,1
M-787,62.17,4479,1
M-545,89.85,4258,1
M-556,101.46,4188,0
M-981,64.02,6393,0
M-174,97.03,3071,0
M-741,98.17,7463,0
M-114,66.2,6351,0
M-131,53.55,5634,1
M-993,118.63,5751,1
M-910,74.13,9480,0
M-515,111.61,1770,1
M-866,89.26,9491,1
M-628,55.67,6890,1
M-865,84.35,424,0
M-129,61.82,350,1
M-199,105.92,9542,0
M-905,54.17,4347,1
M-368,111.65,6950,1
M-711,66.38,6010,1
M-223,116.87,585,0
M-336,101.23,9446,1
M-640,75.86,5894,1
M-416,99.46,1101,1
M-740,72.51,8054,0
M-433,68.59,9985,0
M-452,68.13,7771,1
M-428,66.05,3892,0
M-165,103.15,5001,1
M-368,59.67,6505,1
M-721,74.44,7274,1
M-531,65.13,3944,0
M-895,108.93,4036,1
M-548,83.6,6197,0
M-618,59.34,2864,0
M-998,51.15,5691,0
M-426,101.2,7515,1
M-470,104.06,8544,1
M-973,80.74,8237,0
M-375,97.9,4441,1
M-241,70.38,4797,0
M-836,85.31,230,1
M-708,95.65,8398,1
M-978,87.93,3272,0
M-650,96.21,5320,0
M-101,59.07,1979,0
M-995,82.01,6670,1
M-527,89.76,3820,1
M-172,75.24,2481,1
M-749,82.42,8256,1
M-786,106.74,7072,1
M-168,110.04,214,0
M-439,76.41,6278,1
M-412,114.46,8163,1
M-566,60.55,2282,0
M-498,92.89,2427,0
M-324,62.17,8727,0
M-555,71.34,6210,1
M-551,103.92,2265,1
M-671,51.89,9871,1
M-816,51.74,4999,0
M-824,69.75,6138,0
M-749,75.44,9644,0
M-337,74.13,1089,1
M-829,66.38,9317,1
M-141,114.0,9141,0
M-208,86.63,6982,0
M-388,90.82,1446,1
M-400,75.05,731,0
M-336,103.3,5182,0
M-280,75.85,6401,0
M-459,51.92,3930,0
M-848,99.53,1059,0
M-624,107.99,2199,0
M-368,51.58,6902,0
M-132,118.49,444,1
M-336,88.42,1928,0
M-807,66.67,9918,0
M-613,113.92,624,1
M-841,55.7,111,0
M-961,62.41,8416,0
M-304,57.24,9715,0
M-134,92.04,3309,0
M-994,80.35,6564,0
M-493,68.73,7882,0
M-527,58.74,2324,1
M-239,93.76,6062,0
M-897,111.9,3252,0
M-158,78.11,3192,0
M-694,55.03,9391,0
M-681,63.77,236,0
M-567,97.43,814,0
M-914,111.03,2757,1
M-894,104.91,176,0
M-162,118.64,1831,0
M-136,79.75,4513,0
M-433,59.95,4102,1
M-782,52.6,1427,0
M-175,113.38,5503,0
M-565,77.92,6393,0
M-390,106.78,2157,1
M-696,74.7,7760,0
M-361,95.93,6096,1
M-956,94.25,9830,1
M-645,112.59,8878,1
M-550,92.77,4899,1
M-158,119.81,6017,1
M-639,55.24,2113,0
M-566,94.29,4873,0
M-658,97.33,9542,1
M-374,53.94,753,0
M-326,86.61,2012,1
M-424,111.29,5834,0
M-122,91.49,6971,1
M-108,51.82,1057,1
M-811,76.36,6793,0
M-177,101.1,6600,1
M-447,104.26,4014,1
M-941,84.93,5079,1
M-233,97.53,5355,0
M-266,65.02,9424,1
M-148,56.72,6861,1
M-763,85.09,1507,1
M-395,119.5,9991,0
M-904,62.61,5244,1
M-666,85.72,9163,0
M-343,83.96,9217,1
M-159,119.35,6421,1
M-414,81.39,7027,0
M-201,66.63,5992,1
M-432,107.3,4662,0
M-486,58.23,4841,1
M-295,109.1,9510,0
M-490,64.36,6426,1
M-668,69.96,1350,0
M-874,90.37,2088,0
M-350,65.42,5315,0
M-243,53.6,5469,1
M-863,71.3,2542,0
M-558,100.9,5694,1
M-335,111.04,9593,1
M-653,80.45,7718,0
M-967,117.22,8439,1
M-672,51.63,3950,0
M-831,80.84,2930,0
M-447,55.54,2387,1
M-397,64.96,1626,1
M-842,99.75,8723,1
M-821,116.3,4996,1
M-483,84.54,6884,0
M-332,107.12,8847,0
M-817,99.12,5554,0
M-199,54.0,1841,0
M-559,80.94,9373,1
M-693,67.24,3145,0
M-577,110.89,5176,0
M-647,111.26,7554,0
M-991,67.28,6230,0
M-798,118.4,3238,0
M-716,55.24,3617,1
M-440,88.15,3353,0
M-387,76.98,5053,0
M-967,79.2,217,1
M-700,96.92,7309,0
M-140,97.4,6404,1
M-320,83.08,5850,0
M-351,95.34,2532,0
M-686,73.5,1981,0
M-552,54.95,3214,0
M-283,95.02,928,0
M-477,77.7,2864,0
M-390,114.61,2190,0
M-813,105.2,9384,0
M-680,95.97,3868,0
M-712,56.29,1835,0
M-548,90.51,9255,0
M-920,90.8,3518,1
M-524,88.54,5835,0
M-684,119.68,2918,0
M-130,99.77,3242,1
M-885,97.59,7672,1
M-365,109.89,9021,1
M-399,58.94,6279,0
M-587,102.26,6449,0
M-363,113.75,5802,0
M-936,100.48,3031,1
M-829,59.56,519,1
M-612,104.28,3164,0
M-735,65.71,1744,1
M-540,77.04,9845,1
M-769,104.66,871,0
M-749,56.59,1047,1
M-430,58.08,214,0
M-162,96.28,7949,1
M-115,119.82,2472,0
M-498,65.86,691,1
M-584,94.51,3009,0
M-769,59.41,8418,0
M-621,58.85,3481,0
M-184,108.12,8854,1
M-322,96.86,3409,1
M-972,94.5,4597,1
M-721,52.77,3890,1
M-113,78.08,454,0
M-616,60.67,4392,0
M-125,89.1,7205,1
M-841,100.36,5864,0
M-276,112.59,2255,1
M-443,71.82,4379,1
M-333,112.69,1884,0
M-971,115.19,9678,0
M-290,64.93,8729,0
M-894,109.39,5479,1
M-847,59.44,5665,0
M-908,110.24,9261,1
M-885,107.89,4539,0
M-936,91.06,1610,1
M-839,88.48,2185,1
M-683,64.3,2344,1
M-848,87.24,3132,1
M-707,67.6,7954,0
M-255,107.83,2402,1
M-378,93.64,1081,0
M-370,104.88,1689,1
M-583,64.1,9841,0
M-353,109.72,8649,0
M-314,108.46,6436,1
M-743,93.12,9172,0
M-831,90.71,7536,0
M-988,59.63,161,0
M-492,119.39,8344,0
M-721,118.52,4048,0
M-976,113.44,8162,0
M-278,91.14,9279,1
M-129,64.58,8001,1
M-326,98.22,8314,0
M-666,113.26,3516,0
M-709,57.98,2594,0
M-171,92.23,8975,0
M-451,71.15,3459,1
M-999,116.75,7188,0
M-895,98.03,1199,0
M-396,108.34,5195,0
M-201,64.02,4339,0
M-830,75.41,599,0
M-556,98.93,407,0
M-855,111.38,8533,0
M-208,73.18,8246,0
M-956,80.14,4237,1
M-832,117.43,3391,1
M-807,107.54,5247,0
M-580,98.74,574,1
M-233,119.22,2549,1
M-719,74.94,7062,0
M-174,71.18,9819,1
M-850,50.19,6408,0
M-846,76.75,5095,1
M-627,102.79,3193,0
M-931,113.88,3900,1
M-926,93.15,6151,0
M-969,95.75,9201,0
M-182,55.74,4356,1
M-891,62.49,4233,0
M-429,118.49,3036,0
M-901,105.82,4290,0
M-790,88.53,4636,1
M-981,56.16,3074,1
M-829,110.71,551,0
M-675,73.31,6835,1
M-533,88.77,1404,1
M-114,70.36,5190,1
M-804,113.99,636,0
M-903,102.27,7136,1
M-995,119.87,5625,1
M-204,94.81,9805,1
M-290,87.47,8660,0
M-686,97.12,2405,0
M-961,53.72,5619,0
M-804,74.51,7266,0
M-893,119.36,9659,0
M-119,75.53,6584,0
M-749,55.15,7918,0
M-134,78.28,3393,1
M-437,77.93,8002,1
M-639,68.74,6504,0
M-505,56.38,6696,1
M-262,90.46,529,0
M-350,98.43,4573,0
M-952,72.93,6145,1
M-313,71.29,368,1
M-243,66.8,1089,0
M-396,103.03,8829,1
M-951,100.39,9364,0
M-877,95.32,6298,0
M-927,85.57,4915,1
M-602,103.15,9940,0
M-348,55.7,8225,0
M-985,102.58,190,1
M-996,117.99,7505,0
M-554,104.32,1666,0
M-358,117.67,4672,1
M-365,119.01,2288,1
M-243,68.96,7680,1
M-918,105.74,6759,1
M-884,81.75,9222,1
M-727,72.55,3516,1
M-603,81.28,835,0
M-524,77.9,6021,1
M-685,94.1,616,0
M-118,73.56,3016,1
M-787,63.97,2667,1
M-877,65.06,5012,1
M-891,97.74,4743,1
M-590,72.23,3347,0
M-894,90.35,8779,1
M-194,81.67,6857,1
M-256,58.37,9540,1
M-991,79.16,7288,0
M-899,93.25,518,0
M-679,93.64,7679,1
M-514,70.36,3332,0
M-284,52.25,2643,0
M-595,95.13,1132,0
M-677,86.22,2479,1
M-270,60.37,3832,1
M-383,117.89,3662,1
M-443,55.53,3244,0
M-401,77.93,4177,0
M-396,68.15,3582,1
M-745,110.08,2653,1
M-241,67.74,8963,0
M-257,64.89,2004,0
M-423,95.43,3884,0
M-533,96.49,9153,1
M-986,97.3,6627,0
M-695,99.01,9514,1
M-981,66.61,4413,0
M-454,98.13,900,1
M-229,82.68,3243,1
M-176,61.53,4950,1
M-316,52.58,3750,0
M-754,98.95,637,0
M-309,113.61,6609,0
M-838,54.1,5670,1
M-193,90.28,2806,1
M-648,82.48,6544,0
M-531,50.45,4931,1
M-915,52.16,2813,1
M-619,116.78,1310,1
M-127,105.31,1678,0
M-599,50.04,6744,0
M-925,82.89,9557,1
M-969,114.67,1323,0
M-547,96.5,4144,1
M-502,90.86,7438,0
M-965,114.83,4669,0
M-418,50.64,5197,0
M-375,109.31,1496,1
M-977,63.92,5645,1
M-127,104.93,3567,1
M-684,59.55,5277,1
M-382,82.94,6328,1
M-223,69.38,2021,0
M-627,61.43,8521,1
M-294,116.1,2502,1
M-690,57.65,1403,1
M-616,53.14,5622,0
M-318,67.94,5039,0
M-799,62.38,8957,1
M-640,62.38,8372,0
M-783,72.06,5514,1
M-486,66.03,2915,1
M-947,72.31,6009,0
M-618,60.1,9969,0
M-269,113.78,7506,1
M-368,83.11,9782,0
M-324,97.67,5221,0
M-797,59.67,1492,1
M-844,68.32,271,0
M-817,51.8,3645,0
M-600,70.14,7508,0
M-982,62.15,1998,1
M-454,113.27,6203,1
M-683,59.76,3050,0
M-767,117.68,2295,0
M-284,56.64,378,1
M-665,109.36,9744,0
M-396,52.86,5681,1
M-609,57.34,9579,0
M-896,93.6,5027,1
M-341,115.96,5681,0
M-417,111.64,9623,1
M-830,58.25,7324,1
M-535,100.33,4614,0
M-607,79.38,8687,0
M-479,108.62,6063,0
M-846,79.86,231,1
M-372,64.33,1537,1
M-333,112.98,1904,0
M-336,56.6,6398,1
M-351,68.46,7209,0
M-102,98.4,6233,0
M-659,74.68,6874,0
M-663,83.85,8405,0
M-523,81.24,5175,1
M-938,53.4,210,0
M-204,80.87,1310,0
M-771,85.7,2405,0
M-191,82.58,8354,1
M-709,64.72,5549,1
M-142,72.7,3489,0
M-424,107.35,9483,0
M-111,82.37,7374,0
M-609,89.4,9008,1
M-683,84.56,308,0
M-244,91.29,6017,0
M-155,57.41,3221,0
M-554,56.51,4172,1
M-930,55.43,2800,1
M-514,52.02,3581,0
M-932,56.31,9737,0
M-820,59.04,9365,0
M-386,81.17,1177,0
M-387,82.35,9141,1
M-650,100.95,9900,1
M-520,106.62,4777,1
M-116,92.0,5867,0
M-682,77.19,766,1
M-284,115.75,8497,0
M-191,109.0,5838,1
M-133,109.94,6649,1
M-150,59.11,1785,1
M-735,116.5,2635,1
M-611,109.56,574,0
M-805,87.0,8064,0
M-471,58.37,6706,1
M-602,94.25,5838,1
M-579,104.48,3325,1
M-864,58.35,1411,1
M-789,69.36,2488,0
M-878,89.23,484,1
M-920,118.44,8754,1
M-475,58.09,7390,0
M-927,70.12,2971,1
M-861,94.91,6961,0
M-877,109.89,5181,0
M-867,110.52,3383,1
M-179,71.64,541,0
M-933,91.5,620,1
M-538,66.07,2429,0
M-830,68.97,6912,1
M-625,101.85,1127,1
M-911,60.52,4029,0
M-889,62.92,5768,1
M-983,100.25,850,0
M-948,72.06,2942,0
M-448,91.11,9149,0
M-842,115.04,9633,0
M-537,82.96,7549,0
M-521,99.72,5410,0
M-728,104.49,1288,0
M-925,111.81,8623,0
M-666,55.92,549,1
M-730,65.02,407,0
M-707,59.87,5095,0
M-204,65.7,2766,1
M-280,106.41,8827,1
M-719,76.91,9446,0
M-264,101.12,5320,0
M-479,82.78,8549,0
M-529,76.1,9744,1
M-300,62.9,3485,0
M-428,63.99,7328,1
M-251,81.91,4623,0
M-726,110.01,7726,0
M-113,118.35,4445,0
M-196,110.06,3122,1
M-416,102.5,2322,0
M-789,52.48,120,1
M-234,70.66,8594,0
M-223,112.72,5652,1
M-662,61.65,5521,1
M-484,54.11,5980,1
M-194,68.51,7698,0
M-607,68.45,2057,1
M-860,81.84,6127,1
M-791,111.33,4015,0
M-989,117.67,6547,0
M-529,60.36,3161,0
M-367,109.57,6684,1
M-761,98.27,9490,0
M-346,57.18,1301,1
M-604,94.19,8904,0
M-120,80.94,5544,1
M-349,60.43,2802,1
M-326,102.1,7028,0
M-811,118.53,3083,0
M-974,98.23,739,0
M-129,83.96,7892,0
M-413,55.35,6759,0
M-762,112.04,6994,1
M-629,57.52,8822,1
M-770,103.46,7395,0
M-879,89.25,4782,0
M-730,70.27,4844,1
M-506,92.94,8523,0
M-920,65.13,9170,0
M-116,88.5,847,1
M-627,110.29,3936,0
M-256,75.83,5393,0
M-571,78.12,6936,0
M-434,81.77,4034,0
M-162,57.92,6861,1
M-334,103.22,8386,1
M-248,76.87,3980,1
M-976,89.49,2176,0
M-342,66.79,2118,1
M-478,105.37,2066,1
M-263,89.92,1436,1
M-832,82.57,5587,1
M-200,73.04,6084,0
M-872,81.41,4183,1
M-648,94.69,8815,0
M-974,117.39,6689,1
M-649,65.71,9839,0
M-626,91.17,6525,0
M-286,116.16,6412,0
M-716,95.7,4177,0
M-541,111.28,1309,0
M-966,92.99,7500,1
M-598,97.16,9331,0
M-467,116.87,4349,1
M-567,94.83,5124,0
M-154,97.26,5760,1
M-184,103.68,5494,1
M-108,62.51,9540,0
M-763,83.27,4069,1
M-780,110.54,5167,0
M-880,107.55,6057,1
M-393,55.86,7567,1
M-508,119.21,7376,0
M-542,106.5,2206,1
M-431,56.44,6496,0
M-508,95.76,7607,0
M-537,68.1,8531,0
M-443,98.83,6912,0
M-362,54.2,8345,0
M-384,93.11,4026,1
M-898,109.05,7666,1
M-619,83.65,2195,0
M-867,81.85,8729,1
M-980,63.46,9371,0
M-882,85.48,7539,1
M-877,59.63,7048,0
M-756,100.72,9621,1
M-505,94.98,5352,0
M-642,95.02,9256,1
M-922,91.34,3688,1
M-158,83.65,1677,0
M-686,55.38,1679,0
M-843,93.16,1228,1
M-200,60.69,1872,1
M-224,64.03,5572,0
M-270,111.94,4745,1
M-388,91.42,6527,1
M-560,54.37,3227,0
M-351,105.02,7138,1
M-294,116.02,7410,0
M-488,112.64,125,0
M-203,105.68,8599,0
M-986,72.49,7972,0
M-561,70.72,5293,0
M-632,65.56,2568,0
M-209,98.53,4689,0
M-954,84.53,1255,0
M-206,99.7,8516,1
M-201,61.53,225,1
M-400,111.33,7215,0
M-216,69.42,7428,1
M-454,108.14,7606,0
M-507,57.3,525,0
M-176,69.17,9203,0
M-318,73.38,8714,0
M-542,99.54,5921,1
M-982,91.05,1585,1
M-185,85.86,8495,1
M-878,99.71,5864,0
M-949,63.33,9240,1
M-111,113.73,7235,0
M-928,99.97,6187,1
M-692,75.92,4169,1
M-405,94.9,8205,1
M-769,110.27,4311,0
M-993,105.65,1989,1
M-598,59.3,1616,1
M-152,117.7,9102,0
M-585,82.04,713,0
M-864,79.86,7598,1
M-361,118.99,352,1
M-701,100.66,2756,0
M-355,64.51,7505,1
M-310,116.74,3867,1
M-833,83.57,5025,1
M-384,80.48,9746,1
M-934,109.9,1799,1
M-264,112.27,999,0
M-990,112.38,230,0
M-166,111.3,944,0
M-670,52.98,7630,1
M-596,101.89,3026,0
M-419,98.26,6437,1
M-806,76.6,9759,0
M-913,112.24,3625,0
M-355,66.48,8756,1
M-429,51.93,8230,1
M-590,64.23,7376,0
M-474,101.99,5024,1
M-755,86.82,8870,1
M-564,113.24,3365,1
M-396,93.39,1624,1
M-756,88.39,9956,0
M-958,78.84,1440,0
M-595,65.62,5653,1
M-212,81.12,5906,1
M-882,107.68,4228,0
M-651,112.34,8980,0
M-298,78.73,7629,0
M-929,86.26,629,1
M-834,54.11,6264,1
M-620,53.55,8435,0
M-620,55.75,3158,1
M-826,57.62,9187,1
M-313,91.38,5367,1
M-156,118.39,4296,0
M-309,116.22,1793,0
M-798,70.5,8302,0
M-575,53.73,2135,0
M-744,71.62,1373,0
M-104,112.53,2241,0
M-333,60.81,6949,1
M-761,118.06,7000,1
M-742,98.26,1551,1
M-627,116.07,840,1
M-716,105.28,702,1
M-869,53.24,1541,0
M-770,106.68,4238,1
M-353,111.58,9862,0
M-852,69.91,2954,0
M-365,108.55,1861,1
M-907,58.98,2533,1
M-555,115.53,5989,0
M-860,91.16,1871,1
M-799,71.55,5995,1
M-349,64.81,6879,1
M-194,108.57,8406,1
M-933,66.52,6908,1
M-644,82.95,5106,1
M-136,91.07,1761,0
M-236,75.51,6215,0
M-645,78.7,3506,0
M-471,73.28,7465,1
M-152,108.5,4804,1
M-182,91.56,484,1
M-449,60.89,5066,1
M-135,73.59,9493,0
M-195,78.28,5553,1
M-715,60.09,4458,1
M-654,65.4,8717,0
M-105,69.05,1086,0
M-767,117.92,7159,0
M-711,116.32,1309,1
M-908,66.66,6872,1
M-688,50.42,6071,1
M-341,110.86,7714,1
M-871,98.06,1360,0
M-364,95.49,767,0
M-696,66.3,9849,1
M-501,105.38,3947,1
M-475,57.99,4386,1
M-971,98.44,2167,1
M-597,99.53,2145,1
M-362,89.92,3915,0
M-239,57.82,2950,0
M-799,112.36,7648,0
M-927,94.06,9992,0
M-950,59.16,9876,1
M-672,105.85,2256,1
M-306,111.55,397,0
M-234,59.39,8122,0
M-703,73.9,6413,0
M-386,105.87,7555,1
M-660,80.43,540,1
M-244,119.5,3037,1
M-527,95.42,3962,1
M-684,56.27,5933,1
M-305,78.78,1056,1
M-999,82.8,7412,1
M-870,84.13,1514,0
M-568,118.24,8788,0
M-130,115.04,7384,1
M-861,102.6,5717,1
M-715,114.06,4500,0
M-929,82.95,2439,1
M-897,77.11,4279,0
M-981,108.04,7467,0
M-348,85.07,1808,1
M-234,102.29,7286,1
M-661,108.07,5939,0
M-190,71.25,1950,1
M-268,51.72,8947,0
M-163,53.2,9596,0
M-649,100.22,9520,1
M-988,76.88,7024,0
M-902,107.59,5318,1
M-213,52.29,6436,0
M-610,118.39,8867,1
M-635,54.22,4328,0
M-296,113.62,7563,0
M-596,56.79,4082,0
M-622,114.69,3741,0
M-406,105.77,3521,0
M-179,89.32,2368,1
M-958,69.39,2234,0
M-652,82.77,7796,1
M-925,88.54,850,0
M-705,103.86,2519,1
M-632,101.29,4591,0
M-123,112.79,8362,1
M-672,54.61,428,1
M-329,79.13,8572,1
M-514,107.0,5814,1
M-849,59.9,3712,1
M-696,108.49,1276,0
M-836,109.31,3680,1
M-927,77.71,354,0
M-468,70.68,2240,1
M-636,111.32,5003,0
M-168,63.69,3413,0
M-170,77.8,9622,0
M-693,111.59,2605,0
M-559,114.25,5747,0
M-217,57.36,6041,1
M-894,82.25,6124,0
M-439,113.77,2044,1
M-113,58.8,2899,0
M-939,99.52,8928,1
M-119,82.28,2268,1
M-764,98.15,9229,0
M-429,60.58,4969,1
M-836,118.23,865,1
M-754,96.13,8692,1
M-724,97.55,4707,1
M-741,56.99,2281,0
M-681,88.81,2280,0
M-864,104.33,7329,1
M-844,93.85,4216,1
M-602,103.86,774,0
M-244,95.47,9207,1
M-886,62.05,7723,0
M-317,74.82,461,0
M-208,108.12,7241,1
M-533,59.14,3367,0
M-464,84.16,3313,1
M-501,91.05,6091,0
M-805,75.83,5693,1
M-158,83.83,5324,0
M-585,79.52,6588,0
M-546,63.42,1141,0
M-982,113.73,3223,0
M-350,75.82,7738,1
M-951,75.45,5323,0
M-741,64.66,8708,1
M-271,84.85,9608,0
M-242,118.73,922,1
M-163,88.16,2990,0
M-819,113.35,309,1
M-896,60.89,8821,1
M-877,92.2,1601,1
M-392,103.51,2007,0
M-560,61.5,3334,1
M-165,53.93,4281,0
M-228,115.67,6499,1
M-730,58.23,1343,0
M-178,93.83,280,1
M-734,88.7,8144,0
M-377,58.83,3430,1
M-663,62.24,4058,1
M-656,70.27,1243,0
M-498,65.09,1261,0
M-730,68.95,9309,0
M-637,73.82,8296,0
M-950,110.58,7692,1
M-863,70.76,335,1
M-471,88.56,3385,1
M-725,110.09,3635,0
